Title,Description,Webpage,TaDiRAH goals & methods,Code license,Developer,Platform,Status,Tags,TAPoR,DiRT URL,Updated date
ORBIS: The Stanford Geospatial Network Model of the Roman World,"ORBIS is an ""interactive scholarly work"" that allows a user to determine the cost, time, and distance of various land, sea, and river routes among hundreds of sites in the ancient world, at various times of day and in various seasons. The work can be (and has been) used as a tool to study questions in various fields of study about antiquity, including trade and social interaction.
",http://orbis.stanford.edu/,"Spatial Analysis, Network Analysis, Contextualizing, Modeling",Closed source,"Walter Scheidel and Elijah Meeks, Stanford University",Run in Browser,Active,,,http://dirtdirectory.org/resources/orbis-stanford-geospatial-network-model-roman-world,8/5/15
timemap,"Timemap.js is a Javascript library that helps you to produce online maps (such as Google, OpenLayers, and Bing) along with a SIMILE timeline. You can load one or more datasets (in JSON, KML, or GeoRSS) onto both a map and a timeline simultaneously. By default, only items in the visible range of the timeline are displayed on the map.
",https://code.google.com/archive/p/timemap,Visualization,"Open source, MIT License",Nick Rabinowitz (http://nickrabinowitz.com/),Run in Browser,Active,"Javascript, SIMILE, timelines, maps, geohumanities",,http://dirtdirectory.org/resources/timemap,6/7/16
VARD,"VARD 2 is an interactive piece of software produced in Java designed to assist users of historical corpora in dealing with spelling variation, particularly in Early Modern English texts. The tool is intended to be a pre-processor to other corpus linguistic methods such as keyword analysis, collocations and annotation (e.g. POS and semantic tagging), the aim being to improve the accuracy of these tools
The VARD 2 software uses techniques derived from modern spell checkers to find candidate modern form replacements for spelling variants found within historical texts. The user can choose to process texts manually, selecting a candidate replacement offered by the system; automatically, allowing the system to use the best candidate replacement found; or semi-automatically, training the tool on a sample of the corpora.
The tool is designed specifically for Early Modern English spelling variation, but it can be used to deal with possibly any form of spelling variation, in any language, by plugging in your own dictionary and spelling rules.
Various related publications are available detailing the tool and its uses. And a full userguide is available.
",http://ucrel.lancs.ac.uk/vard/,"Conversion, Writing, Other (enrichment), Cleanup","Open source, Creative Commons Attribution-Share Alike-Noncommercial","Alistair Baron, University Centre for Computer Corpus Research on Language (UCREL), Lancaster University",Other,Active,"spelling, normalisation, historical corpora, corpus linguistics, early modern english, spelling variation",,http://dirtdirectory.org/resources/vard,2/19/15
SepiaTown,"SepiaTown is a cultural history project that aims to provide a window to the past by merging photography, geography, and technology, by acting as a forum for institutions and individuals to share and map historical images. 
Once they have signed up, users may upload historic images to the site individually or in batches. Each image is given a title, description and keywords, as well as a spatial location represented by a marker on a map.  
Visitors to the site can search or browse by using keywords and place-names, or by going directly to the map and clicking on a thumbnail to view images directly.
",http://sepiatown.com/,,,,Run in Browser,Active,"historic images, map, online, geohumanities",,http://dirtdirectory.org/resources/sepiatown,6/7/16
Balsamiq Mockups,"Balsamiq Mockups is a simple, flexible, and collaborative software for building wireframes for websites, apps, and other digital media.  Users may purchase a desktop license or pay a monthly subscription fee for the web app.  Free desktop software is available for classroom use.
",https://balsamiq.com/,"Creation, Designing",Closed source,Balsamiq Studios,Other,Active,wireframes,,http://dirtdirectory.org/resources/balsamiq-mockups,4/21/15
Substance,"Substance is a fully web-based document authoring and publishing platform.
",http://substance.io/,,"GNU GPL v3, Open source",Michael Aufreiter,Run in Browser,Active,,,http://dirtdirectory.org/resources/substance,12/29/14
SiteCrawler,"SiteCrawler is a website downloading application that allows users to capture entire sites or selected portions of sites like image galleries.
",http://lightheadsw.com/sitecrawler/,"Capture, Gathering",Closed source,Lighthead,Other,Active,"web archiving, web crawler",,http://dirtdirectory.org/resources/sitecrawler,12/29/14
GPS Visualizer,"GPS Visualizer is a free, easy-to-use online utility that creates maps and profiles from GPS data.
",http://www.gpsvisualizer.com/,,,Adam Schneider,Run in Browser,,,,http://dirtdirectory.org/resources/gps-visualizer-0,12/29/14
Map Warper,"This is an open source platform for georectifying scanned images of maps, so that they can be displayed in web maps or used in GIS applications. It could be particularly useful for creating map overlays for Google Earth or similar applications, without using specialized desktop software. Map images must first be uploaded and made publicly available, and then by aligning with Open Street Map reference data, the maps are warped into georeferenced images. Georectified images are downloadable as GeoTIFF, PNG, or KML files, along with map tiles or WMS capabilities. 
The same platform was used for NYPL Map Warper and WorldMap Warp.
",http://mapwarper.net/,Annotating,MIT License,Tim Waters,Run in Browser,Beta,"mapping, georeferencing, geohumanities",,http://dirtdirectory.org/resources/map-warper,6/7/16
Dataverse,"The Dataverse Network is an application to publish, share, reference, extract and analyze research data. It facilitates making data available to others, and allows to replicate others work. Researchers and data authors get credit, publishers and distributors get credit, affiliated institutions get credit.
",http://thedata.org,,"Apache License, Open source",Harvard University,Other,Active,,,http://dirtdirectory.org/resources/dataverse,12/29/14
PressBooks,"PressBooks lets you and your team easily author and output books in multiple formats including: epub, Kindle, print-on-demand-ready PDF, HTML, and inDesign-ready XML.
",https://pressbooks.com/,,,,Run in Browser,,,,http://dirtdirectory.org/resources/pressbooks,6/16/16
Blacklight,"Blacklight is an open source Ruby on Rails gem that provides a discovery interface for any Solr index. Blacklight provides a default user interface which is customizable via the standard Rails (templating) mechanisms. Blacklight accommodates heterogeneous data, allowing different information displays for different types of objects and features faceted browsing, relevance based searching, bookmarkable items, permanent URLs for every item, and user tagging of items.
",http://projectblacklight.org/,"Creation, Web development, Dissemination, Publishing","Open source, Apache License, Creative Commons, Creative Commons Attribution-Share Alike",University of Virginia Library,Other,Active,"discovery, Solr, Ruby on Rails",,http://dirtdirectory.org/resources/blacklight,12/29/14
Indexhibit,"A web application used to build and maintain an archetypal, invisible website format that combines text, image, movie and sound.
",http://www.indexhibit.org/,Web development,,"Daniel Eatock, Jeffery Vaska",Other,Active,,,http://dirtdirectory.org/resources/indexhibit,12/29/14
TimeRime,"TimeRime is a web-based tool allowing people to create, view, and compare interactive timelines. 
TimeRime features vary by account type.

Free Account
No cost to use. Create unlimited timelines, with a maximum of 100 items per timeline. Able to insert embedded media (e.g., YouTube, Google Maps), including MP3 audio and videos from YouTube. 50 MB storage. Integrate timeline in blog or other website via embed code. No control over timeline design.
Premium Account
Costs $49/year. Create unlimited timelines, with a maximum of 400 items per timeline. Able to insert embedded media, including MP3 audio and videos from multiple sources, and in multiple file formats. 200 MB storage. Integrate timeline in blog or other website via embed code. Control over timeline design.

Individually packaged solutions are available for individual or groups of professionals and educational institutions, each with tailored features and pricing.
",http://www.timerime.com/,"Analysis, Visualization, Dissemination, Sharing",Closed source,Hoppinger,Run in Browser,Active,"data visualization, visualization, timelines, temporal",http://www.tapor.ca/?id=305,http://dirtdirectory.org/resources/timerime,7/8/15
Readability,"Readability is a web & mobile app that zaps online clutter and saves web articles in a comfortable reading view.
",https://www.readability.com/,,,,Run in Browser,,,,http://dirtdirectory.org/resources/readability,12/29/14
Firebug,"Firebug integrates with Firefox to put a wealth of web development tools at your fingertips while you browse. You can edit, debug, and monitor CSS, HTML, and JavaScript live in any web page.
",http://getfirebug.com/,,"Open source, BSD",Mozilla,Run in Browser,Active,,,http://dirtdirectory.org/resources/firebug,8/7/15
Yutzu,"Yutzu is a collaborative tool that allows people in the creative industries to collect, share, and publish multimedia content in an easy-to-use and intuitive way.
",http://www.yutzu.com/,,,,Run in Browser,,,,http://dirtdirectory.org/resources/yutzu,12/29/14
bitly,"Bitly is a link shortening service that also helps you share, track, and analyze your links. Now includes ""bundles"" which can be public or private, to gather your links by categories you choose. A social network style feed of other people's bitly links can be added to your dashboard.
An iOS app is available for iPhone. Wordpress plugin and API are available. Site includes a sub-site about the API for developers here: dev.bitly.com
",https://bitly.com/,Dissemination,,,Run in Browser,Active,"sharing, branding, Tracking, collaborative bookmarking",,http://dirtdirectory.org/resources/bitly,8/6/15
SpiderOak,"SpiderOak provides an private and secure online backup, sync, sharing, access & storage solution for all file and data types. It was designed with a 'Privacy-as-a-Platform' approach. The 'Zero-Knowledge' privacy cloud technology provides a central, private place to store data, free from surveillance by private and public entities. Data is fully encrypted end-to-end (not only during transit) and only the user is able to unlock it using their password. Passwords are never stored by SpiderOak and the company cannot see the names of files or folders in your account. 
SpiderOak allows you to securely backup files (including a built-in versioning system), choose to sync data across all of your devices, and share folders or files privately using a password-protected link. Users can have unlimited devices connected to their SpiderOak account which backs up your data so you are able to restore files, even if they are deleted. 
Some components of SpiderOak are open source (See GitHub Page). The company intends to be fully open source in the future but as of 2014 their source is not available. 
New users get 2GB free (no time limit) and can upgrade to more storage as required.
",https://spideroak.com/,"Other (storage), Sharing","Closed source, GNU GPL v3","Ethan Oberman, Alan Fairless",Other,Active,"data storage, backup, synchronizing, sharing, private, secure",,http://dirtdirectory.org/resources/spideroak,12/29/14
Dropbox,"Dropbox is a file hosting service that includes cloud storage, personal cloud, file synchronization, and client software across multiple platforms. Dropbox allows users to create a folder on each of their computers where any type of file can be saved, synchronized, and made available across all computers. Contents of the Dropbox folder are also accessible via dropbox.com and mobile applications. Individual files and folders can be shared with other Dropbox users or made publicly accessible.
Dropbox for Business is a paid service targeting organizations by providing administrative controls and auditing functionality while allowing users to create a work account that is completely separate from their personal account but the two are viewable side by side.
",https://www.dropbox.com/,"Other (storage), Sharing, Collaboration","Closed source, GNU GPL v2","Dropbox, Inc.",Other,Active,"cloud storage, collaboration, file storage, file sharing",,http://dirtdirectory.org/resources/dropbox,5/22/15
Joomla,"Joomla is an open source content management system (CMS), enabling users to build websites and applications.
",https://www.joomla.org/,"Creation, Web development","Open source, GNU GPL v2",Open Source Matters,Other,Active,"Content management, web development",,http://dirtdirectory.org/resources/joomla,9/8/15
OpenETD,"OpenETD is an open source, web-based software application for managing the submission, approval, and distribution of electronic theses and dissertations (ETDs).
",https://rucore.libraries.rutgers.edu/open/projects/openetd/,"Capture, Gathering, Recording, Transcription, Editing, Dissemination, Publishing, Sharing","Open source, GNU GPL v3",Rutgers University,Other,Active,"ETDs, ETD, theses, dissertations",,http://dirtdirectory.org/resources/openetd,12/29/14
Durationator,"The Durationator is a web-based tool which seeks to make the past usable one query at a time by providing legal information regarding the copyright term of any given cultural work.
",http://www.limitedtimes.com/,,,"Elizabeth Townsend Gard, Tulane University Law School",Run in Browser,,"copyright, fair use",,http://dirtdirectory.org/resources/durationator,12/29/14
DSpace,"DSpace is the software of choice for academic, non-profit, and commercial organizations building open digital repositories.  It is free and easy to install ""out of the box"" and completely customizable to fit the needs of any organization.
DSpace preserves and enables easy and open access to all types of digital content including text, images, moving images, mpegs and data sets.  DSpace has an active community of developers and is used by thousands of institutions worldwide.
",http://www.dspace.org/,"Storage, Preservation, Organizing, Archiving, Identifying, Dissemination, Publishing","Open source, Creative Commons, Creative Commons Attribution Share-Alike 3.0",Duraspace,Other,Active,,,http://dirtdirectory.org/resources/dspace,12/29/14
Bluefish,"Bluefish is a powerful editor targeted towards programmers and web designers, with many options to write websites, scripts and programming code. Bluefish supports many programming and markup languages, and it focuses on editing dynamic and interactive websites.
",http://bluefish.openoffice.nl/,"Creation, Programming, Web development","Open source, GNU GPL",OpenOffice,Other,Active,,,http://dirtdirectory.org/resources/bluefish,12/29/14
Markdown,"Markdown is a text-to-HTML conversion tool for web writers. Markdown allows you to write using an easy-to-read, easy-to-write plain text format, then convert it to structurally valid XHTML (or HTML).
",http://daringfireball.net/projects/markdown/,"Creation, Translation, Programming","Open source, BSD","John Gruber, The Daring Fireball Company",Other,Active,"XHTML, HTML, editor, text",,http://dirtdirectory.org/resources/markdown,12/29/14
Pandoc,"Pandoc can convert documents in reStructuredText, textile, HTML, or LaTeX formats to a variety of other formats including XHTML, PDF, EPUB, docx, odt, and more.
",http://johnmacfarlane.net/pandoc/index.html,Translation,Open source,John MacFarlane,Other,Active,"translation, conversion, text",,http://dirtdirectory.org/resources/pandoc,12/29/14
OmniGraffle,"OmniGraffle is a comprehensive diagramming and drawing application. Drag and drop to create wireframes, flow charts, network diagrams, UI mockups, family trees, office layouts, etc.. Upgrading to OmniGraffle Pro adds Visio support, shared layers, presentation mode, object-geometry controls, AppleScript and Actions support and more.
",https://www.omnigroup.com/omniGraffle,"Creation, Designing, Analysis, Visualization, Interpretation, Modeling",Closed source,Omnigroup,Other,Active,,,http://dirtdirectory.org/resources/omnigraffle,4/6/15
Neatline,"Neatline is a tool for the creation of interlinked timelines and maps as interpretive expressions of the literary or historical content of archival collections.
",http://neatline.org/,,"Creative Commons Attribution 3.0 Unported, Open source",University of Virginia Scholars' Lab,Run in Browser,,,,http://dirtdirectory.org/resources/neatline,12/29/14
Cucumber,"Cucumber lets software development teams describe how software should behave in plain text. The text is written in a business-readable domain-specific language and serves as documentation, automated tests and development-aid - all rolled into one format.
",https://cucumber.io/,,,Aslak Hellesøy,Other,Active,,,http://dirtdirectory.org/resources/cucumber,5/19/15
Ruby,,,,,,,,,,http://dirtdirectory.org/resources/ruby,12/29/14
VisualEyes,"VisualEyes is web-based authoring tool developed at the University of Virginia to weave images, maps, charts, video, and data into highly interactive and compelling dynamic visualizations.
",http://www.viseyes.org/,"Enrichment, Annotating, Analysis, Visualization, Interpretation, Contextualizing, Dissemination, Sharing",Open source,University of Virginia,Run in Browser,Active,"data analysis, data visualization, visualization, graphs",http://www.tapor.ca/?id=307,http://dirtdirectory.org/resources/visualeyes,8/3/15
Prezi,"Prezi is a cloud-based presentation software that opens up a new world between whiteboards and slides. The zoomable canvas makes it fun to explore ideas and the connections between them.
",https://prezi.com/,,,,Run in Browser,,,,http://dirtdirectory.org/resources/prezi,5/19/15
Publish or Perish,"Publish or Perish is a software program that retrieves and analyzes academic citations. It uses Google Scholar to obtain the raw citations, then analyzes these and presents the statistics.
",http://www.harzing.com/resources/publish-or-perish,,,Anne-Wil Harzing,Other,,,,http://dirtdirectory.org/resources/publish-or-perish,2/24/16
Storify,"Storify is a way to tell stories using social media, including photos and videos. You can search multiple social networks from one place, drag individual elements into your timeline, and create a story. You can re-order the elements and also add text to give context to your readers. There are built in features to notify your followers of a story update.
",https://storify.com/,"Enrichment, Communicating, Publishing, Sharing, Collaboration",,,Run in Browser,Active,"social networking, social media curation",,http://dirtdirectory.org/resources/storify,5/30/15
Modernizr,"Modernizr is a small JavaScript library that detects the availability of native implementations for next-generation web technologies, i.e. features that stem from the HTML5 and CSS3 specifications.
",https://modernizr.com/,Uncategorized,"Open source, BSD, MIT License",,Other,Active,"web development, Javascript, HTML5, css3",,http://dirtdirectory.org/resources/modernizr,10/12/15
Datapress,"Datapress is a wordpress plugin that allows you to configure beautiful data presentations for your blog entries using MIT’s Exhibit framework.
",http://projects.csail.mit.edu/datapress/,,,MIT CSAIL,,,,,http://dirtdirectory.org/resources/datapress,12/29/14
Jekyll,"Jekyll is a simple, blog aware, static site generator. It takes a template directory containing raw text files in various formats, runs it through Textile or Markdown and Liquid converters, and creates a complete, static ready-to-publish website suitable for serving with  your favorite web server. Jekyll also happens to be the engine behind GitHub Pages, which means you can use Jekyll to host your project’s page, blog, or website from GitHub’s servers for free.
",http://jekyllrb.com/,"Creation, Web development","Open source, MIT License",,Other,Active,"GitHub, web development, blogging",,http://dirtdirectory.org/resources/jekyll,12/29/14
AnnotateIt,"AnnotateIt lets users annotate anything anywhere on the web.
",http://annotateit.org/,,,Open Knowledge Foundation,Run in Browser,,,,http://dirtdirectory.org/resources/annotateit,12/29/14
Google Correlate,"Find searches that correlate with real-world data: Google Correlate finds search patterns which correspond with real-world trends.
",http://www.google.com/trends/correlate/,"Analysis, Visualization",,Google,Run in Browser,,,,http://dirtdirectory.org/resources/google-correlate,5/24/15
Intervue,"Intervue is a quick and easy tool for publishers who are looking to gather short video responses online from anyone with a webcam.
",http://intervue.me/,,,Particle,Run in Browser,,,,http://dirtdirectory.org/resources/intervue,12/29/14
Scalar,"Scalar is a free, open source authoring and publishing platform that’s designed to make it easy for authors to write long-form, born-digital scholarship online. Scalar enables users to assemble media from multiple sources and juxtapose them with their own writing in a variety of ways, with minimal technical expertise required.
Scalar can also be used to assemble and annotate video content, and combine in with text to create a rich media document
",http://scalar.usc.edu/,Writing,,Alliance for Networking Visual Culture,Run in Browser,Active,,,http://dirtdirectory.org/resources/scalar,8/3/15
Annotum,"Annotum is an open-source, open-process, open-access scholarly authoring and publishing platform based on WordPress.
",https://annotum.org/,"Writing, Annotating, Editing, Dissemination",Open source,Solvitor LLC,Run in Browser,Active,"writing, publishing, editing, disseminating, scholarly output",,http://dirtdirectory.org/resources/annotum,4/20/16
Adapter,"Adapter is a free video converter that converts avi, saves flash .flv, crops video and more. It also works with audio and image files. converting wav to mp3 and transforming jpg files.
",https://www.macroplant.com/adapter/,,,Macroplant,Other,Active,,,http://dirtdirectory.org/resources/adapter,5/19/15
Trello,"Trello is a web-based project management and collaboration tool that allows users to organize projects in a dashboard view, containing one or more project-oriented boards. The dashboard provides a real-time overview of what is being worked on, who is working on what, and overall progress toward project milestones. Useful for organized task management, delegation, communication, and collaboration across teams.
",http://trello.com/,"Storage, Organizing, Dissemination, Commenting, Communicating, Collaboration",Closed source,Fog Creek Software,Run in Browser,Active,"project management, task management, collaboration, organization, productivity",,http://dirtdirectory.org/resources/trello,12/29/14
Bookworm,"Bookworm enables you to graphically explore lexical trends in repositories of digitized texts.
",http://bookworm.culturomics.org/,Analysis,Open source,"Ben Schmidt, Jean-Baptiste Michel, Erez Lieberman Aiden, Martin Camacho, Neva Cherniavsky, Billy Janitsch, Matt Niklay, Northeastern University, Harvard Cultural Observatory, Open Library, Open Science Data Cloud",Run in Browser,Active,"text analysis, word frequency, visualization",http://www.tapor.ca/?id=163,http://dirtdirectory.org/resources/bookworm,12/29/14
Yana,"Yāna provides a free, open-source template that open access journals can use as the basis of their own multi-platform mobile applications. The Yāna template provides the basic functionality required by any journal operating on a mobile platform.
",https://osc.hul.harvard.edu/yana/,"Creation, Web development, Dissemination, Publishing","Open source, MIT License",Harvard University,Other,Active,"app development, tool development, mobile, journals",,http://dirtdirectory.org/resources/yana,12/1/15
HandBrake,"HandBrake is an open-source, GPL-licensed, multiplatform, multithreaded video transcoder
",https://handbrake.fr/,"Capture, Conversion",Open source,,Other,Active,,,http://dirtdirectory.org/resources/handbrake,12/29/14
Audacity,"Audacity is a free, easy-to-use and multilingual audio editor and recorder. Basic features, as listed on their website, include:

Record live audio.

Record computer playback on any Windows Vista or later machine.

Convert tapes and records into digital recordings or CDs.

Edit WAV, AIFF, FLAC, MP2, MP3 or Ogg Vorbis sound files.

Cut, copy, splice or mix sounds together.

Change the speed or pitch of a recording.

",https://sourceforge.net/projects/audacity/,"Capture, Conversion, Recording, Cleanup","Open source, GNU GPL",,Other,Active,audio,,http://dirtdirectory.org/resources/audacity,2/24/16
Textalyser,"An online text analysis tool that provides detailed statistics of your text, including features like the anlysis of words groups, finding out keyword density, analysing the prominence of word or expressions.
",http://textalyser.net/,,,Bernhard Huber Internet Engineering Company,Run in Browser,,,,http://dirtdirectory.org/resources/textalyser,12/29/14
All Our Ideas,"All Our Ideas is a research project that seeks to develop a new form of social data collection by combining the best features of quantitative and qualitative methods. Using the power of the web, we are creating a data collection tool that has the scale, speed, and quantification of a survey while still allowing for new information to ""bubble up"" from respondents as happens in interviews, participant observation, and focus groups.
",http://www.allourideas.org/,"Analysis, Visualization, Dissemination, Crowdsourcing","Open source, BSD","Princeton University, Google",Run in Browser,Active,,,http://dirtdirectory.org/resources/all-our-ideas,12/29/14
Edit Flow,"Edit Flow gives you custom statuses, a calendar, editorial comments, and more, all to make it much easier for your team to collaborate within WordPress.
",http://editflow.org/,,,"Daniel Bachhuber, Mo Jangda, Scott Bressler",,,,,http://dirtdirectory.org/resources/edit-flow,12/29/14
Anvil,"ANVIL is a free video annotation tool. It offers multi-layered annotation based on a user-defined coding scheme.
",http://www.anvil-software.de/,,Closed source,Michael Kipp,Other,Active,video annotation,,http://dirtdirectory.org/resources/anvil,12/29/14
Legend Maker,"A simple and easy tool for creating EPUB, MOBI, and other ebook formats.
",http://www.zapptek.com/legendmaker/,"Writing, Publishing",Closed source,ZappTek,Other,Active,"epub, publishing, ebook publishing",,http://dirtdirectory.org/resources/legend-maker,12/29/14
Bootstrap,"Simple and flexible HTML, CSS, and Javascript for popular user interface components and interactions.
",http://getbootstrap.com/,"Creation, Designing, Web development","Open source, Creative Commons, Creative Commons Attribution 3.0 Unported (CC BY 3.0), MIT License",,Run in Browser,Active,"web design, HTML, CSS, Javascript, responsive",,http://dirtdirectory.org/resources/bootstrap,12/29/14
ReDBox,"ReDBox is a metadata registry application for describing research data.
",https://sites.google.com/site/redboxmint/,,"Open source, GNU GPL v3",Australian National Data Service,,No longer supported,,,http://dirtdirectory.org/resources/redbox,12/29/14
Google Scholar Citations,"Google Scholar Citations lets you track citations to your publications, check who is citing your publications, graph your citations over time, compute citation metrics, and view publications by colleagues.
",http://scholar.google.com/citations,"Analysis, Dissemination, Communicating, Publishing, Sharing",,Google,Run in Browser,Active,,,http://dirtdirectory.org/resources/google-scholar-citations,12/29/14
BibServer,"BibServer is an open-source RESTful bibliographic data server. BibServer makes it easy to create and manage collections of bibliographic records such as reading lists, publication lists and even complete library catalogs. Its main features include
Create and manage bibliographic collections simply and easily
Import (and export) your collection from bibtex, MARC, RIS, BibJSON, RDF or other bibliogrpaphic formats in a matter of seconds
Browse collection via an elegant faceted interface
Embed the collection browser in other websites
Full RESTful API
",https://github.com/okfn/bibserver,Organizing,GNU Affero GPL v.3,Jim Pitman,Other,,bibliographic management,,http://dirtdirectory.org/resources/bibserver,12/29/14
Altmetric,"The Altmetric Explorer is a powerful web app that allows you to track the conversations around scientific articles online. Altmetric collects and analyzes hundreds of thousands of postings about tens of thousands of articles and datasets each month. It makes this data available to end users through an intuitive user interface and to developers through an API.

The Altmetric score is their quantitative measure of the attention that a scholarly article has received and is derived from volume (the frequency of mentions, but only from an individual source), sources (the category of mentions are ranked: tweets, newspaper mentions, etc. and are given weights), and authors.

A browser button is available for download for free and can be used on any article to determine the piece's score.
",https://www.altmetric.com/,"Analysis, Dissemination",Closed source,,Run in Browser,Active,"altmetrics, metrics, citations, impact, scoring",,http://dirtdirectory.org/resources/altmetric,3/23/16
TypeWright,"TypeWright is a tool for correcting the text-version of a document made up of page images. These text-versions are crucially necessary: they are what enables full-text searching, datamining, preserving, and curating texts of historical importance. Right now, the text running behind the page images of these texts has been mechanically typed, leaving behind errors that need to be corrected by human eyes and hands.
",http://www.18thconnect.org/typewright/documents,,,18th Connect,Run in Browser,,,,http://dirtdirectory.org/resources/typewright,12/29/14
Prism,"Prism is a tool for crowdsourcing interpretation. Welcome to our experiment in crowd-sourcing and visualizing many readings of a common set of texts.
",http://prism.scholarslab.org/,,"Creative Commons Attribution, Open source","The Praxis Program, University of Virginia Scholars' Lab",Run in Browser,,,,http://dirtdirectory.org/resources/prism,12/29/14
TEI Boilerplate,"TEI Boilerplate is a lightweight solution for publishing styled TEI (Text Encoding Initiative) P5 content directly in modern browsers. With TEI Boilerplate, TEI XML files can be served directly to the web without server-side processing or translation to HTML.
TEI Boilerplate also provides a simple solution for delivering TEI documents through Omeka, the popular open-source web-publishing platform. No additional software or plugins are necessary. One can simply host the TEI Boilerplate XSLT, JavaScript, and CSS files on a server alongside Omeka and change a parameter in the TEI Boilerplate XSLT file to point to that server.
",http://dcl.slis.indiana.edu/teibp/,Other (dissemination),"Open source, Creative Commons Attribution",Indiana University,Other,Active,,,http://dirtdirectory.org/resources/tei-boilerplate,12/29/14
ScraperWiki,"ScraperWiki is an online tool to make that makes the process of data scraping simpler and more collaborative. Anyone can write a screen scraper using the online editor. In the free version, the code and data are shared with the world. Because it's a wiki, other programmers can contribute to and improve the code.
",https://scraperwiki.com/,"Capture, Gathering, Analysis, Visualization, Content Analysis",GPL,"Julian Todd, Aidan McGuire",Run in Browser,Active,"Data scraping, pdf manipulation, data visualization, data analysis",,http://dirtdirectory.org/resources/scraperwiki,5/1/15
Transcriva,"Transcriva is transcription software for the Mac. Whether it's your meeting minutes, interviews, lectures, home movies, dictation, speeches, or your favorite TV show, Transcriva can help you transcribe them all.
",http://www.bartastechnologies.com/products/transcriva/,,,Bartas Technologies,Other,,,,http://dirtdirectory.org/resources/transcriva,12/29/14
PDF Extract,"Pdf-extract is an open source set of tools and libraries for identifying and extracting semantically significant regions of a scholarly journal article (or conference proceeding) PDF.
",http://labs.crossref.org/pdfextract/,,,CrossRef Labs,Other,,,,http://dirtdirectory.org/resources/pdf-extract,12/29/14
Archive-It,"Archive-It is a subscription web archiving service from the Internet Archive that helps organizations to harvest, build, and preserve collections of digital content. Through our user friendly web application Archive-It partners can collect, catalog, and manage their collections of archived content with 24/7 access and full text search available for their use as well as their patrons. Content is hosted and stored at the Internet Archive data centers.
",https://archive-it.org/,"Capture, Discovering, Gathering, Storage, Preservation, Archiving, Dissemination, Publishing, Sharing",,Internet Archive,Run in Browser,,web archiving,,http://dirtdirectory.org/resources/archive-it,12/29/14
Hackety Hack,"Hackety Hack will teach you the absolute basics of programming from the ground up. No previous programming experience is needed! With Hackety Hack, you'll learn the Ruby programming language. Ruby is used for all kinds of programs, including desktop applications and websites.
Hackety Hack is an interactive downloadable tutorial system
",http://hackety.com/,Uncategorized,Closed source,,Other,Active,"programming, tutorials, Ruby",,http://dirtdirectory.org/resources/hackety-hack,12/29/14
BuzzData,"BuzzData was a website that allowed users to create accounts to share and follow datasets. Data was shared in public rooms under open licenses. The service included tools to help visualize and present data.
BuzzData was closed on August 1, 2013.
",http://buzzdata.com/,"Other (storage), Archiving, Sharing",,LookbookHQ,Run in Browser,No longer supported,data sharing,,http://dirtdirectory.org/resources/buzzdata,12/29/14
FigShare,"Figshare is a repository where users can make all of their research outputs available in a citable, shareable and discoverable manner.  All file formats can be published, including videos and datasets that are often demoted to the supplemental materials section in current publishing models. Users of the site maintain full control over the management of their research whilst benefiting from global access, version control and secure backups in the cloud. 

By opening up the peer review process, researchers can easily publish null results, avoiding the file drawer effect and helping to make scientific research more efficient. Figshare uses creative commons licensing to allow frictionless sharing of research data whilst allowing users to maintain their ownership.
",https://figshare.com/,"Capture, Gathering, Storage, Preservation, Organizing, Archiving, Identifying, Dissemination, Publishing, Sharing, Collaboration",Closed source,Digital Science,Run in Browser,Active,,,http://dirtdirectory.org/resources/figshare,12/29/15
Gliffy,"Gliffy is a tool that makes it easy to create, share, and collaborate on a wide range of diagrams. Gliffy works directly in your browser and can be used to build flow charts, organization charts, network diagrams, workflows, technical drawings, and wireframes.
",http://www.gliffy.com/,"Analysis, Visualization",Closed source,,Run in Browser,Active,"diagrams, workflows",,http://dirtdirectory.org/resources/gliffy,12/29/14
Xena,"Xena is free and open source software developed by the National Archives of Australia to aid in the long term preservation of digital records. Xena is an acronym meaning Xml Electronic Normalising for Archives. Xena is a component of the Digital Preservation Software Platform (DPSP). Xena software aids digital preservation by performing two important tasks: detecting the file formats of digital objects and converting digital objects into open formats for preservation.
",http://xena.sourceforge.net/,,"GNU GPL v3, Open source",National Archives of Australia,Other,,web archiving,,http://dirtdirectory.org/resources/xena,12/29/14
LATtice,"LATtice lets you explore and compare texts across entire corpora but also allows you to “drill down” to the level of individual LATs (language action types) to ask exactly what rhetorical categories make texts similar or different.
",http://winedarksea.org/?p=1285,Analysis,,,Other,Active,text analysis,,http://dirtdirectory.org/resources/lattice,12/29/14
DocuScope,"DocuScope is a text analysis environment with a suite of interactive visualization tools for corpus-based rhetorical analysis. Designed as a tool for rhetorical analysis, it's also extremely effective for developing the dictionary in a systematic fashion. The tool uses a collection of lists called ""Language Action Types,"" or LATs, each of which contains words believed to belong to a given conceptual category. Words that designate ""Positive Emotion"" constitute one LAT; words that are associated with orality make up another LAT, and so on. DocuScope reads documents in and measures the degree to which each parsed document contains words from each of the LATs. Users may customize the LATs, and may visualize the results in various ways.
",http://www.cmu.edu/dietrich/english/research/docuscope.html,Stylistic Analysis,,"Carnegie Mellon University, David Kaufer, Suguru Ishizaki",Run in Browser,,,http://tapor.ca/?id=309,http://dirtdirectory.org/resources/docuscope,7/14/16
