Title,Description,Webpage,TaDiRAH goals & methods,Code license,Developer,Platform,Status,Tags,TAPoR,DiRT URL,Updated date
free games,,http://freegamesapk.org/,Web development,Closed source,web,Run in Browser,Active,free games,,http://dirtdirectory.org/resources/free-games,11/21/17
Images Wishes,,http://images-wishes.com/,Web development,Closed source,web,Run in Browser,Active,annotation highlight linked data,,http://dirtdirectory.org/resources/images-wishes,11/21/17
Media Share,"There is an unlimited number of videos, PDFs, etc. that can be used for education, training, instruction, or professional development.
Finding and curating them into playlists, integrating with existing workflow, and sharing with others is time consuming, inefficient, and often limited by ‘vendor lock-in.’
Media Share is a productivity tool that saves time, requires no training to use, and does not limit how or where content can be used.
",http://www.ccaches.com,"Discovering, Gathering, Other (enrichment), Other (dissemination), Sharing, Collaboration",Closed source,Common Caches,Other,Active,"curation, sharing, discovery, organization",,http://dirtdirectory.org/resources/media-share,10/25/17
Edge,,,,,,,Active,,,http://dirtdirectory.org/resources/edge,10/5/17
Tabello,"Tabello is a research tool that makes it easy to extract table data from PDFs to Excel. It is optimized for PDFs where tables are found on only a few pages (e.g. annual reports, research reports, academic papers) of a document. With Tabello you simply drag a selection box around the table you want to convert and it instantly becomes ready to paste into Excel. 

As Tabello comes as a Chrome extension you don't need to download/upload files but continue to work in your browser, making it always available.

",https://tabellopdf.com/,Gathering,,Basecanvas,Run in Browser,Active,"PDF, excel, chrome, research",,http://dirtdirectory.org/resources/tabello,11/2/17
Standish Typing Services Transcriptions,"An online based transcription service for UK English audio recordings.
",https://standishtyping.com/,Transcription,,Standish Typing Services,Run in Browser,Active,"transcription, transcript, transcribe, audio to text, convert audio to text, speech to text, intelligent verbatim, full verbatim",,http://dirtdirectory.org/resources/standish-typing-services-transcriptions,9/29/17
Voicecup dictionary of pronunciation,"This dictionary of pronunciation allows to find examples of pronunciation in real speech for different languages by searching through subtitled speech fragments from thousands of videos to let you listen how words are really pronounced in different contexts. Enter a word or words combination and this dictionary will return audio samples with phrases which contain the word.
",http://voicecup.com/,Translation,,Victor Petrakov,Run in Browser,Active,pronunciation,,http://dirtdirectory.org/resources/voicecup-dictionary-pronunciation,10/11/17
InstaPaper,"bookmarklet for iOS and Android. To capture web pages quickly. source : InstaPaper, pour collecter et publier. Usefull to be read in ePub, Kindle or print Document. 

",https://www.instapaper.com,Other (capture),,,Run in Browser,Active,"capture, web applications",,http://dirtdirectory.org/resources/instapaper-0,11/23/17
Wideo,"Wideo (www.wideo.co ) is a DIY online video animation tool that makes it simple to create marketing-focused video animations. Create, edit, and share videos from scratch or choose to edit one of Wideo’s fully customizable, marketing-focused templates. Upload music and voice tracks, add a company logo, customize the color palette, and more in the user-friendly Wideo editor for top quality branded content. 

Wideo produces results for its users. Certain customers have seen:
Increased email marketing conversions by 10x after including Wideo’s video in emails.
Social traffic growth by 300% after putting a Wideo video on social pages.
Overall ROI on marketing campaigns increased 12x.


",http://www.wideo.co,,,,Other,Active,"video marketing, video tool, marketing tool",,http://dirtdirectory.org/resources/wideo,8/29/17
Pastpin,"Pastpin is a cultural search engine that aims to showcase the 7M historical images available from Flickr Commons. 
Users are prompted to add new metadata (geocodes, temporal data) to existing images that they may recognise based on their current location. The goal of the project is to crowdsource spatial and temporal metadata for these objects.
Visitors to the site can search or browse by using free text, or by going directly to the map and clicking on a thumbnail to view images directly.
",http://www.pastpin.com,"Discovering, Annotating, Spatial Analysis, Commenting, Crowdsourcing, Publishing",,Geopast,Run in Browser,Active,"geotag, commons, Flickr, history, historical, image, free, public domain",,http://dirtdirectory.org/resources/pastpin-0,7/27/17
Pastpin,"Pastpin is a cultural search engine that aims to showcase the 7M historical images available from Flickr Commons. Users are prompted to add new metadata (geocodes, temporal data) to existing images that they may recognise based on their current location. The goal of the project is to crowdsource spatial and temporal metadata for this objects.
Visitors to the site can search or browse by using free text, or by going directly to the map and clicking on a thumbnail to view images directly.
",http://www.pastpin.com,"Discovering, Annotating, Spatial Analysis, Commenting, Crowdsourcing, Publishing",,Geopast,Run in Browser,Active,"geotag, commons, Flickr, history, historical, image, free, public domain",,http://dirtdirectory.org/resources/pastpin,7/27/17
TravelTime Maps,"TravelTime Maps make it possible to create isochrones (travel time areas) on a map by selecting a start point, the maximum travel time and preferred transport mode. For example users can visualise all locations within 15 minutes drive time from their current location. It also uses walking, cycling and public transport times. It' also possible to download a CSV of all postcodes that fall within this area on request or export to a KML.
",https://app.traveltimeplatform.com/,Visualization,Closed source,iGeolise,Other,Active,mapping,,http://dirtdirectory.org/resources/traveltime-maps,5/17/17
SigmaJS,"http://sigmajs.org/
",,,,,,Active,,,http://dirtdirectory.org/resources/sigmajs-0,5/8/17
ResCarta Toolkit,,http://www.rescarta.org,Organizing,,The ResCarta Foudation,Other,Active,,,http://dirtdirectory.org/resources/rescarta-toolkit,3/24/17
Textable,"Textable is an open source program for text analysis. It offers a set of basic text-analytic components (e.g. import text from files, segment into words, measure segment diversity, etc.), which the user combines using a visual interface to build custom analytic workflows. 

A number of ready-made recipes are made available on Textable's website to help users get started with the program. A complete list of ",http://textable.io,"Conversion, Gathering, Programming, Cleanup, Structural Analysis, Visualization, Stylistic Analysis, Network Analysis, Content Analysis",GNU GPL v3,"LangTech sàrl, University of Lausanne",Other,Active,"text mining, text analysis, recoding, regular expressions, counting, complexity measures, collocations, concordances, cooccurrences",,http://dirtdirectory.org/resources/textable,8/20/17
"Python, Orange Canvas",,,,,,,Active,,,http://dirtdirectory.org/resources/python-orange-canvas,3/24/17
Go4Convert - Online PDF converter,"Free online set of tools to process PDF and other types of documents online.
",http://go4convert.com,"Writing, Programming",Closed source,Go4Convert,Other,Active,"Portable Document Format (PDF), pdf manipulation, convert, split, merge, online",,http://dirtdirectory.org/resources/go4convert-online-pdf-converter,3/16/17
Sifter,"Sifter provides search and retrieve access to every undeleted Tweet in the history of Twitter. Users can submit three historical Twitter estimate requests per day using a variety of Gnip PowerTrack rules. When the query is done, Sifter generates an email estimating the approximate number of tweets responsive to the query and the cost to get access to the data via DiscoverText. Once the data is licensed by Texifter, we store the Tweets in a free trial Enterprise DiscoverText account where you can perform advanced text analytics to search, filter, cluster, code, and machine classify the data.
",https://sifter.texifter.com/,Capture,Closed source,Texifter,Run in Browser,Active,"Twitter, data, Gnip, API, historical",,http://dirtdirectory.org/resources/sifter,2/24/17
"Chrome, Safari, Firefox, Edge",,,,,,,Active,,,http://dirtdirectory.org/resources/chrome-safari-firefox-edge,2/22/17
Spotify,"Spotify is a music, podcast, and video streaming service, officially launched on 7 October 2008. It is developed by startup Spotify AB in Stockholm, Sweden. It provides digital rights management-protected content from record labels and media companies. Spotify is a freemium service, meaning that basic features are free with advertisements, while additional features, including improved streaming quality and offline music downloads, are offered via paid subscriptions.
(source: Wikipedia)
",https://www.spotify.com/ie/,Sharing,,Spotify AB,Run in Browser,Active,"music, sound, sharing",,http://dirtdirectory.org/resources/spotify,2/20/17
Search KWIC Concordance,"This is a Windows program for generating and searching a KWIC concordance of a document (""KWIC"" = ""Keywords in Context""). A KWIC concordance is a list of the different words occurring in the document, with each instance of each word shown in context (that is, within a phrase). Word frequency is shown. Context size is user-definable, anything from 3 to 19 words long. The software acts on text files and on MS Word docx files, skipping over ""stop"" words.  The concordance can be displayed alphabetically or by frequency, and can be written to a file.
After a concordance is generated it may be searched for specified keywords.  You can search also for word patterns (such as ""s?t*ing"").  You can search for a specified word (or word pattern) which has another specified word (or word pattern) close to it (that is, within the same context).
There is no limit on the size of an input file. You can tell the program to allow or disallow hyphenated words or words with numerals. You can tell it to include only words which occur with more than a specified frequency. Stop words may be read from a file. This software may be used with text in languages other than English, in particular, with French, German, Italian, Spanish and Latin text.
",http://www.hermetic.ch/skc/skc.htm,Structural Analysis,Closed source,Hermetic Systems,Other,Active,"KWiC, concordance, generate, search, document, scan, docx, text, keywords, context, stop, words, alphabetical, frequency",,http://dirtdirectory.org/resources/search-kwic-concordance,2/2/17
Alveo Virtual Laboratory,,http://alveo.edu.au,Analysis,Creative Commons,"Western Sydney University, Macquarie University, Intersect",Run in Browser,Active,,,http://dirtdirectory.org/resources/alveo-virtual-laboratory,1/10/17
CoolTool NeuroLab,"CoolTool is an online platform for market research. Collaborative, easy-to-use platform allows you to do absolutely everything, from creating stunning professional surveys to running affordable biometric research. CoolTool NeuroLab includes eye tracking, EEG, emotions measurement and mouse traking solutions. All of which are easily integrated into your questionnaire. This allows you to conduct neuromarketing projects with an ease of cloud technology. 
CoolTool is the place to shop for research methodologies and technologies, as well as to find service providers based on your research needs. Enjoy responsive designs, offline data collectors, automated reports and much more at cooltool.com.
",https://cooltool.com/neurolab,Recording,Open source,,Other,Active,,,http://dirtdirectory.org/resources/cooltool-neurolab,1/3/17
Recogito 2,"Recogito is an online platform for collaborative document annotation.
Recogito provides a personal workspace where you can upload, collect and organize your source materials - texts and images - and collaborate in their annotation and interpretation. Recogito enables you to make your work more visible on the Web more easily, and to expose the results of your research as Open Data.
",http://recogito.pelagios.org/,"Capture, Transcription, Enrichment, Annotating, Analysis, Spatial Analysis, Storage, Organizing, Dissemination, Sharing, Collaboration","Open source, Apache License","Austrian Institute of Technology, Lancaster University, The Open University, Institut d'Estudis Catalans",Run in Browser,Beta,,,http://dirtdirectory.org/resources/recogito-2,12/21/16
pansuriya pradip,"trust your unique day will bring you bunches of joy, love and fun. You merit them a great deal. Appreciate!
Have a great birthday. I wish your consistently to be loaded with heaps of adoration, chuckling, satisfaction and the glow of daylight.
May this birthday be loaded with heaps of glad hours furthermore your existence with numerous upbeat birthdays, that are yet to come. Upbeat birthday.
",http://www.birthday-wishes.ind.in/,Sharing,Open source,WordPress plugin,Other,Active,Happy Birthday Wishes,,http://dirtdirectory.org/resources/pansuriya-pradip,12/13/16
Analyse-it Quality Control & Improvement Edition,"Analyse-it Quality Control & Improvement Edition provides the statistical analysis you need to understand processes, bring them under control, and find improvements that better your product.
•	Bring processes under statistical control so they are stable and predictable with powerful Shewhart, cumulative sum, and moving average control charts. Include Xbar-R, Xbar-S, R, S, I-MR, time weighted CUSUM, UWMA, EMA plots, and WECO, Nelson, Montomery or custom rulesets.
•	Ensure products are capable of meeting end-user specifications using capability indices to compare in-control process performance to your specification limits.
•	Improve processes and products by identifying solutions that really work using hypothesis tests and model fitting techniques. Includes ANOVA with multiple comparison, multiple linear and logistic regression, PCA and Factor analysis.
•	Identify actions that will reap the most rewards using Pareto analysis to identify commonly occurring defects and monitor them during process improvement.
",https://analyse-it.com/products/quality-control/,"Analysis, Visualization",Closed source,"Analyse-it Software, Ltd.",Other,Active,"Statistical analysis, spc, process control, pareto, capability analysis, control chart, shewhart plot",,http://dirtdirectory.org/resources/analyse-it-quality-control-improvement-edition,12/13/16
Analyse-it Method Validation Edition,"Analyse-it Method Validation Edition provides the statistical analysis you need to validate and verify analytical and diagnostic methods to meet the demands of regulatory compliance. With support for 11 CLSI protocols, it lets you:
•	Validate or verify analytical performance characteristics (precision, trueness, linearity, interferences, detection capability) of a measurement procedure to ensure they meet requirements for intended use or manufacturer's claims.
•	Compare methods to establish the real-world performance of a method against a reference method, or ensure comparability between two methods when making changes. Includes Deming, Weighted Deming, and Passing-Bablok regression, plus Bland-Altman limits of agreement.
•	Evaluate the diagnostic ability of a test to discriminate between two outcomes and compare test performance to find the most effective one. Includes ROC curves and Delong-Delong Clarke Pearson curve comparisons.
•	Establish a reference interval for a population of healthy individuals, or verify that existing intervals are transferable between laboratories or measurement procedures. Includes normal, quantile, robust bi-weight quantile, bootstrapped quantile, & Harrell-Davis quantile reference ranges.
",https://analyse-it.com/products/method-validation/,"Analysis, Visualization",Closed source,"Analyse-it Software, Ltd.",Other,Active,"method validation, precision, linearity, bias, trueness, method comparison, method agreement, ROC curve, reference ranges, diagnostic performance",,http://dirtdirectory.org/resources/analyse-it-method-validation-edition,12/13/16
Analyse-it Standard Edition,"Analyse-it Standard Edition provides you with the powerful statistical analysis and regression you’d expect from an expensive statistics package, but without the complexity or the cost. 
•	Describe your data with a wide range of statistics.
•	Visualize distributions, see trends and patterns, and spot outliers with powerful charts from histograms to scatter plots.
•	Infer and test hypotheses to get answers on distribution parameters, differences between populations, association between variables, and much more. Includes ANOVA, multiple comparisons, and an extensive range of parametric and non-parametric tests.
•	Discover relationships between variables and identify important factors with powerful regression and model fitting techniques. Include linear and logistic regression, with simple functions, or advanced models with crossed, polynomial and factorial terms.
•	Get insight into highly complex data by reducing dimensionality to get a clearer picture of the underlying structure. Includes correlation matrix, PCA (Principle Component Analysis) and Factor Analysis.
",https://analyse-it.com/products/standard/,"Analysis, Visualization",Closed source,"Analyse-it Software, Ltd.",Other,Active,"statistical software, excel statistics, excel add-in, regression, anova, correlation, PCA, factor analysis",,http://dirtdirectory.org/resources/analyse-it-standard-edition,12/13/16
Topincs,"Topincs is a online database software. Given a data model, it allows
data to be recorded and files to be uploaded and annotated through forms,
data and files to be displayed and navigated through interconnected data sheets, and
all that searched in the index.
It overcomes the rigidity of relational databases by using semantic technology. In the simplest use case, a group of users can collaboratively edit information and upload files from any device with a web browser and an internet connection. Development time ranges between 1 and 8 hours.
By designing and implementing services, the data can be manipulated, transformed and aggregated through an virtual object oriented programming interface driven by the data model. This allows sophisticated use cases where different user groups with different rights are presented a completely different application working on the same database. In these cases development time ranges between 2 and 20 days.
A Topincs online database can be rented for a monthly fee. We provide all services related to an online database: data modeling, programming, and support. We have special rates for educational institutions. Topincs can also be used as a Platform as a Service where the dark art of Topincs modeling and development must be studied online. The underlying semantic technology, Topic Maps, is thaught there through hands on examples and will change your view on information technology.
",https://www.topincs.com,"Creation, Programming, Designing, Web development, Enrichment, Annotating, Editing, Analysis, Relational Analysis, Interpretation, Contextualizing, Modeling, Storage, Preservation, Archiving, Identifying, Dissemination, Commenting, Communicating, Publishing, Sharing, Collaboration",,Topincs GmbH,Run in Browser,Active,,,http://dirtdirectory.org/resources/topincs,2/6/17
Survey Anyplace,"Survey Anyplace improves your data collection by improving your surveys. Most surveys today overlook the respondent’s experience, which is why they produce low response rates. Our modern-looking surveys entice respondents, and are easy to interact with, using the latest mobile features.
",https://surveyanyplace.com,,Closed source,,Run in Browser,Active,"Online survey software, survey software, Survey Maker, online poll software, quiz",,http://dirtdirectory.org/resources/survey-anyplace,11/10/16
FabulaMaps,"FabulaMaps is a completely online, code-free, map making tool that allows anyone to make interactive story-maps right in their browser window. It's different from other GIS tools due to it's ease of use, making it fairly approachable for any one that has no technical experience. Fabula can be used as either a classroom tool, perhaps as a lecture aid or to collaborate with students, or as a place to record on-going data.
",https://www.fabulamaps.com/,Recording,Closed source,Prela,Other,Active,"maps, GIS, research, data",,http://dirtdirectory.org/resources/fabulamaps,10/6/16
MyIndicators,"MyIndicators (http://myindicators.net/) is a digital, easy-to-use tool allows researchers, educators, students or anyone, to build their own tailored indicators (e.g. goals, strategies, parameters, survey, questions, calories intakes, alcohol consumptions or quantified self in terms of training, mood tracking or sleeping quality etc.) 
The tool can be used for data collection, data storage, data analysis, data visualisation and export data (excel spreadsheet format). Easier to detect the trend and keep track based on the visualisation and using real time data. 
There are free useful ready-made templates available for personal use. Besides research, education and quality industries, MyIndicators can be used by anyone who wishes to improve performance, achieve personal goals, promote healthy habits or gain personal insights. Educational and students discounts are available.
",http://myindicators.net/,"Editing, Visualization, Content Analysis, Organizing, Dissemination, Commenting, Communicating, Publishing, Collaboration",Closed source,MyIndicators 46 AB,Run in Browser,Active,"digital data collection, digital data entry, digital tool, research tool, diary studies tool, personalised tool, self-track, self-monitor, survey, research, study, online, web-based, real time, visualisation, goal tracking, goal setting",,http://dirtdirectory.org/resources/myindicators-0,9/2/16
MyIndicators,,http://myindicators.net/,"Gathering, Editing, Visualization, Content Analysis, Organizing, Dissemination, Commenting, Communicating, Publishing, Collaboration",,MyIndicators 46 AB,Run in Browser,Active,"digital data collection, coaching, fitness training, self-track, diary study, survey, online, web-based, software, real time, visualise data, self-care, quality",,http://dirtdirectory.org/resources/myindicators,9/2/16
XML Copy Editor,"XML Copy Editor is a fast, free, validating XML editor.
Features-
* Validation as you type
* Tag protection
* XML Schema/Relax NG/DTD support
* XSLT, XPath
* Can run off a flash drive/without installation
",https://sourceforge.net/projects/xml-copy-editor/,Editing,GNU GPL v2,"gnschmidt, zaneuji",Other,Active,,,http://dirtdirectory.org/resources/xml-copy-editor,9/1/16
Onodo,"Onodo is a user friendly tool for doing basic visualisation and analysis within a browser making it cross-platform right out of the box. Data can be entered via their intuitive, in-browser node and edge creation tables or imported from a file. As data is added it is instantly previewed and displayed. The visual appearance can be tweaked on the fly and customised in a variety of ways (including applying a unique image or URL to each node). Once created, visualisations can be embedded and shared outside of the Onodo browser environment. Moreover, with a click of a button, Onodo calculates standard network parameters such as betweenness, closeness and displays these values within the table. It calculates and demonstrates basic network parameters and measures quickly and allows for the creation of chapters that cement using the visualisation as a data-driven narrative device.
",https://onodo.org,"Other (analysis), Visualization, Relational Analysis, Network Analysis, Communicating",Open source,Fundación Ciudadana Civio and Eurecat,Run in Browser,Active,Network Visualisation,,http://dirtdirectory.org/resources/onodo,8/16/16
FAIMS Mobile Platform,"The FAIMS Mobile Platform (http://www.fedarch.org) is an open source, generalised system for digital data collection on Android. It works offline and helps record free text, multimedia, structured or spatial data with ample opportunity for the capture of metadata and certainty components of the captured data.  It needs to be customised (via an xml definition document) for particular field/lab workflows. As a server-client system it facilitates simultaneous operation by multiple users. It’s great for large teams operating in degraded network, or entirely offline, who need to generate consistent and complete digital datasets.
",http://www.fedarch.org,Capture,Open source,Brian Ballsun-Stanton & team,Other,Active,mobile computing; offline data capture; digital data recording; open source; server-client system,,http://dirtdirectory.org/resources/faims-mobile-platform,6/27/16
Filecamp,"Online Digital Asset Management (DAM) and collaboration platform for business use. Offers user management, custom branding and password-protected folders.
",https://filecamp.com,"Capture, Annotating, Storage, Organizing, Commenting, Publishing, Sharing, Collaboration",Closed source,Filecamp,Run in Browser,Active,"digital asset management, digital asset managemnet, digital library",,http://dirtdirectory.org/resources/filecamp,3/27/16
Transcription Service,"Transcription services for audio and video. Accurate on human based service that are subject and industry based.
",http://waywithwords.net,,,,Other,Active,"legal transcription services, transcription service, medical transcription services",,http://dirtdirectory.org/resources/transcription-service,3/21/16
Duplicate Text Finder,"Duplicate Text Finder is for comparing two sets of text files to find files in one set which are either exact duplicates of files in the other set or nearly exact duplicates (if an initial segment of text is passed over).
",http://www.hermetic.ch/dtf/dtf.htm,Uncategorized,Closed source,Hermetic Systems,Other,Active,,,http://dirtdirectory.org/resources/duplicate-text-finder,2/2/17
Hermetic MultiFile Search,"This software  is for indexing and searching Word docx files, HTML files, XML files, text files or files of a similar kind (such as XML files) in any folder of a hard disk, CD-ROM, etc.
This program does not simply create a list of files or simply search for character strings in a file. It indexes every word in every file, and any file containing a particular set of words (or any of those words, or an exact phrase) can be found by searching for those words.  Indexed files can be edited lightly without needing to re-index.
This software consists of two integrated modules: 1. An index module which is used to create an index of the files to be searched. 2.  A search module which is used to search those files.
The index module is capable of indexing a hierarchy of over 1000 files, totaling over 20 MB, and containing over 50,000 different words. Even with that number of different words the search module returns results in a few seconds. The results of a search are displayed automatically in a text box or in your default web browser (with links to the files containing the words searched for).
",http://www.hermetic.ch/hmfs/hmfs.htm,Discovering,Closed source,Hermetic Systems,Other,Active,"full-text search, Indexing",,http://dirtdirectory.org/resources/hermetic-multifile-search,3/19/16
AroniSmartIntelligence™,"AroniSmartIntelligence™ is an application that performs text analytics on RSS articles, reviews, feedback, chat data or other  unstructured texts organized into sub-folders. The output may be further input into other advanced statistical analytics or data mining modules available in AroniSmartIntelligence™,  including regression analysis, econometrics, segmentation and Bayesian models.
",http://www.aroni.us,Modeling,Closed source,AroniSmartIntelligence™,Other,Active,"statistics, Big Data, Bayesian Models, text analysis",,http://dirtdirectory.org/resources/aronismartintelligence%E2%84%A2,3/18/16
CloudConvert,"CloudConvert supports the conversion between more than 200 different audio, video, document, ebook, archive, image, spreadsheet and presentation formats.
The CloudConvert API offers the full functionality of CloudConvert and makes it possible to use the conversion services in your own applications.
",https://cloudconvert.com/,Conversion,Closed source,,Run in Browser,Active,"PDF, csv, word, text, convert",,http://dirtdirectory.org/resources/cloudconvert,3/10/16
Overview,"Overview is a tool for analyzing large sets of documents. In includes a sophisticated search engine, word clouds, entity detection, and topic-based document clustering. If that’s not good enough, you can write your own plugins using the API. It is open source and you can run it on your own computer.
It was originally designed for investigative journalists, but it’s now also used for qualitative research, social media conversation analysis, legal document review, digital humanities, and more.
Overview is built to do several types of tasks:
Find specific things using search, visualizations, entity detection, etc.

Exhaustive reading, tagging, and metadata entry or review.

Convert bulk documents between formats, export only a subset, etc.
",https://www.overviewdocs.com/,"Capture, Conversion, DataRecognition, Discovering, Gathering, Analysis",Open source,,Run in Browser,Active,"text, PDF, OCR, conversion, documents, word cloud, entity detection, clustering",,http://dirtdirectory.org/resources/overview,3/9/16
Lucidchart,"Lucidchart is an online diagram tool that enables users to easily visualize complex information through flow charts, mind maps and other diagram types.  Multiple users can work together simultaneously to edit a document.  Lucidchart integrates with many platforms including Google Apps/Drive, Confluence, JIRA, Slack, ec.  Free accounts are provided for educational use.
",https://www.lucidchart.com,"Other (creation), Visualization",Closed source,Lucid Software,Run in Browser,Active,,,http://dirtdirectory.org/resources/lucidchart-0,3/1/16
Hopscotch Model and Webtool,"The Hopscotch Model and web tool constitutes a tool to help researchers to thoroughly accomplish with the stages included in the design of qualitative research studies, as well as a conceptual model for faculty teaching research methods to design comprehensive syllabi in the field of qualitative research. The model helps potential researchers to incorporate the theoretical background behind qualitative research, and the intrinsic complexity of the multiple technical procedures that could be followed within the many different traditions in the field. The model is supported by an easy to use webtool that will drive users through the design of qualitative research studies.
",http://hopscotchmodel.blogspot.com,Other (creation),Open source,Iván M. Jorrín Abellán,Run in Browser,Active,create qualitative research designs,,http://dirtdirectory.org/resources/hopscotch-model-and-webtool-0,2/20/16
RefSeek,"RefSeek is still in public beta, but I’ve had a lot of luck with this search engine. RefSeek gives students access to more than 1 billion documents, web pages, books, journals, and newspapers. What I really appreciate about the site is how clean the interface is—no ads, sponsored links or commercial results appear when you use RefSeek.
For a full review visit: http://eoinlong.com/
",http://www.refseek.com/,Sharing,Creative Commons,RefSeek,Run in Browser,Beta,,,http://dirtdirectory.org/resources/refseek,2/9/16
twXplorer,"*Especially useful for journalists.
Full review: https://jadwigap.wordpress.com/2016/02/09/twxplorer-digital-humanities-t...
""TwXplorer helps make Twitter search more useful by helping users find and explore chatter about topics that interest them."" (from twXplorer website)
How does twXplorer do this? First, a Twitter account is required. The user signs into twXplorer through his Twitter account and is directed to the TwXplorer page. He then types a term into the search box. This term can be a hashtag (#digitalhumanities), a mention (@dhnow) or simply a word.
TwXplorer then trawls Twitter for the 500 most recent results of the search term, and presents them to the user. It omits unedited retweets, instead explaining that, for example, 380 tweets and 120 retweets were found. The page is divided into several columns: the left column displays the latest tweets from the results; the center column, the most common terms; the right column, the most popular hashtags and the bottom column, any links mentioned in the tweets. To narrow down his results, the user can click on any subset of terms or hashtags. He then only sees results within that specific term. TwXplorer also offers the functions of taking a snapshot of the results and sharing them.
",https://projects.knightlab.com/projects/twxplorer-lab-project,Visualization,Open Software License (OSL),Knight Lab,Run in Browser,Active,"Twitter, analysis, data extraction, data analysis",,http://dirtdirectory.org/resources/twxplorer,2/9/16
"Canva ""The Amazingly Simple Graphic Design Software""","I would consider myself to be a visual learner.  I surround myself with gifs and memes, and when it comes to academia I gravitate towards infographics, mind-maps and charts to observe key pieces of information.  So it’s not surprising that I chose a graphics based tool to review.  In my area of study (Digital Humanities and IT), we cross paths with a myriad of visualisations every day, in many different formats.  I think then it is prudent that we should be able to create our own graphics in order to convey, share or focus our knowledge or opinions, even if we have a lower level of computer literacy.



Enter “Canva.com”.  Canva has deemed itself the “Amazingly Simple Graphic Design Software”, and it is definitely true to its word.  It is an open source software and its simplicity in my opinion is much needed.  I am familiar with Photoshop, Gimp, Photoplus and InDesign but as most of us know Photoshop et al, can be convoluted, time consuming and of course very expensive.  



Canva was created in 2012 by Melanie Perkins of Sydney, Australia.  The idea for Canva stemmed from the fact that whilst teaching graphic design to her students, they struggled with the basics.  Perkins then formed a partnership with Cliff Obrecht and from there they initially created Fusion Books - an online design tool for designing high school yearbooks.  They later went on to launch Canva after realising that the technology they developed had even more potential. 



The website as mentioned previously, is www.canva.com.  Its interface, as it should be, is bright and simple, and very encouraging.  Canva may be used for designing posters, profile pictures, Facebook banners, infographics and pie/bar charts.  It revolves entirely around controls such as drag-and-drop, which makes adding, removing, and editing elements onto your canvas a cakewalk.  Canva stores a vast amount of text and images in its repository, the one slight snag is that you will have to pay $1 per image once your design is downloaded (which is still rather inexpensive).  Also, having said that, the software allows the user to upload many personal images for manipulation, so downloading the software’s images is not completely necessary.  When it comes to its colour scheme, at first glance Canva provides a palette of up to about 8 colours, but if you’re after a specific colour or hue then the colour-picker provided may help with that and it even allows you to enter a hexadecimal code for that specific hue.  There are also video tutorials available upon launching your account of how to work your way around the website.  Users can also create videos and gif images which can then be uploaded to social media accounts.  Your work can then be saved and exported to PDF and PNG depending on what it is you have created. 



If you are a design pro, then you may find Canva a bit limiting in what it has to offer.  Canva is very much aware of this, as it never had the intention of taking over pro tools such as the aforementioned Photoshop or InDesign.  With Canva the everyday user has everything to gain and nothing to lose by utilising it, but the professional has nothing to lose and not much else to gain.  

Regardless of this, for the user who simply wants to make a flyer, poster, invitation or meme then Canva will be your best friend.  It helps the average user to overcome any design fears.  Canva employs designers and also reaches out to photographers and illustrators to share their works on the website for us to avail of.  It also provides creative inspiration via a stream of designs previously made by registered users, and this is why I feel it deserves recognition on DiRT.



Since its origination in 2012, Canva has been growing from strength to strength, opening an office in Manila in 2014 and eventually raising additional funds of approx. 6 million dollars in 2015.  It also gained new investors that year, including Hollywood actor Woody Harrelson.  From reading reviews about Canva the outlook on the entire software looks positive.  It also seems to be escalating in rank on many tech based websites.  Canva has since created a workplace version of their software, which allows for team collaboration on various potential projects.  Smart Company gave Canva a gleaming review and listed it number 5 out of a total 75 in its article: “75 Best Tools for Skyrocketing Business Growth in 2016”.  If you have access to internet and a computer you’re basically more than half way there to designing your first masterpiece.  Canva is a smart tool that everyone should experience, for the computer savvy and the not so computer savvy.  

",https://www.canva.com,Designing,Open source,"Melanie Perkins, Cliff Obrecht, Cameron Adams",Other,Active,"canva, graphic design, design, simple design",,http://dirtdirectory.org/resources/canva-amazingly-simple-graphic-design-software,3/7/16
Directory of Open Access Books,"https://wordpress.com/post/maciekbeczek.wordpress.com/161
",http://www.doabooks.org/,,,OAPEN Foundation,Other,Active,,,http://dirtdirectory.org/resources/directory-open-access-books,2/9/16
Unlock Text,"Unlock Text is a powerful geoparser that can search text hosted on the web in txt or html format for references to locations. These locations are then returned ready for use in your results page, web map or any other application.
The Unlock Text API provides access to two parsers, the Edinburgh Geoparser from the Edinburgh Language Technology Group and the CLAVIN parser.
",http://edina.ac.uk/unlock/texts/,Content Analysis,Open source,"EDINA, JISC",,Active,"Analyze texts, mapping, Geoparser",,http://dirtdirectory.org/resources/unlock-text,11/19/15
sigma.js,"Sigma is a JavaScript library that allows for the deployment of a graph file. It makes it easy to publish networks on Web pages, and allows developers to integrate network exploration in rich Web applications.
It is highly interactive and allows a researcher to extend their work from a dedicated graph analysis package such as Gephi and share it via the web to allow for communication of research outputs, while permitting viewers to explore and discover their own findings from the raw graph network.
",http://sigmajs.org,"Discovering, Web development, Structural Analysis, Visualization, Relational Analysis, Network Analysis, Communicating, Publishing",MIT License,"Alexis Jacomy, Guillaume Plique, Daniele Guido",Run in Browser,Active,social network analysis,,http://dirtdirectory.org/resources/sigmajs,11/14/15
